time,debate,text,date,mp
,Topical Questions,"I fully accept that we need to give all the 3.2 million EU nationals in this country the maximum possible certainty, and that we should do it as fast as we possibly can. Unfortunately, however, I do not think it is reasonable to do it before giving certainty to UK nationals in other EU countries. We would like to get on with that as fast as possible, and it is up to our friends and colleagues abroad to join us.",2017-02-21 00:00:00,Boris Johnson
,Topical Questions,"I really must accuse the hon. Gentleman of failing to listen to the answer that I gave a few moments ago. I am not here to defend or explain what the American President said, but he made it very clear that there should be dialogue, and he also made it very clear that he thought that the illegal settlements should   no longer continue. The solution is a deal between the two parties, and that is what everyone in the House believes and wants.",2017-02-21 00:00:00,Boris Johnson
,Topical Questions,"Yes, I can certainly give my right hon. Friend that assurance. The whole House can be very proud of the work being done by the Department for International Development, and the huge contribution this country makes through UK aid to all four of the regions he identifies. He has recently been to Yemen, and he will know that this is a very difficult and intractable problem, but it is the UK who is trying to knock heads together and get a deal.",2017-02-21 00:00:00,Boris Johnson
,Topical Questions,"If the hon. Lady is suggesting that we should boycott Israeli goods, I must say that I completely reject her advice.",2017-02-21 00:00:00,Boris Johnson
,Topical Questions,"I am delighted for the support from my right hon. Friend in campaigning for proper funding for our diplomatic missions overseas. It is true that we have an absolutely unparalleled network around the world, and it is also true that the missions will be needed more than ever as we forge a new global future. That point will be heard loud and clear by the current occupant of the Treasury, who was, after all, the previous Foreign Secretary.",2017-02-21 00:00:00,Boris Johnson
,Topical Questions,"My hon. Friend brings a wealth of knowledge to this subject. I do think that the GCC and the Arab countries more generally hold the key, and that a variant of what used to be called the Arab peace plan is indeed where we will end up. What it will take now is for both sides to see that, and to make progress.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"I thank my hon. Friend for his interesting suggestion; I am afraid to say that it is not one I had time to make to our American counterparts. Let us see how the matter of the state visit evolves. The invitation has been issued and accepted, and I am sure it will be a great success.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"I have to tell my right hon. Friend that I am not aware of any such proposal. Nor do I think, having listened quite attentively to the language being   used by the White House and the State Department, that we are going to see the imminent contribution of ground troops in that theatre. Nevertheless, the advent of the Trump Administration does offer the possibility of new thinking on Syria and the hope of a new way forward.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"My right hon. Friend will know full well that we have already expressed our disagreement with the travel ban and the policy on refugees. I think she was in the House when I explained the Government’s view on that policy. By contrast, this country can be extremely proud of the fact that it not only supports that particular camp in Jordan—indeed, we have recently agreed another £30 million to support that individual operation—but is the second biggest contributor to the humanitarian effort in the region, with £3.2 billion already pledged.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"I am sure the right hon. Gentleman knows very well that the policy on the two-state solution in the middle east remains unchanged not only for Her Majesty’s Government, but, so too, to the best of my knowledge, for the United States’ Government, to judge by the recent press conference. For the guidance of the House, let me just say that it is my general impression that the policy of the United States is migrating ever more towards a position of congruence with our policy rather than the reverse.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"I am embarrassed to say that I was mistaken for Mr Trump in—I think—Newcastle, which rather took me aback. It also happened in New York, which was a very humbling experience for me. I cannot say who was the exact progenitor of the excellent idea to accord an invitation to the President to come on a   state visit, but the invitation has been issued. It is a wholly appropriate thing for the British Government to do, and it will be a great success.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"My hon. Friend is completely right, which is why it was so important that our Prime Minister, on her very successful recent visit to the White House, secured from Donald Trump the 100% commitment to our NATO alliance, which has been the guarantor of peace in our times.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"We remain constantly vigilant against the terror threat as a result of all international policies, but, as I have said before, the seven countries in question were previously singled out by the Obama Administration for particularly tough visa restrictions. The hon. Lady will be aware that this Government have already signalled their disapproval of the ban to which Opposition Members are rightly objecting.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"Rex Tillerson was absolutely clear that he regards the relationship with the United Kingdom as one of pivotal importance for his country. Indeed, NATO is of pivotal importance for the safety not just of European countries, but of the United States. He was also clear, of course, that the UK will be at the front of the queue for a new trade deal.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"The finely tuned machine that is the Labour party is a fine one to offer any kind of political advice to the American Administration. As the right hon. Lady knows very well, the UK has, in fact, been in the lead in trying to find a solution in Yemen, and in trying to maintain the commitment to AMISOM, the African Union Mission in Somalia. She should recognise, in all fairness, that the current area of diplomacy being considered by the United States in respect of Syria is a course that the UK has principally advocated—one  in which the Russians and the Iranians are separated in their interests, and we move towards a political solution and a transition away from the barbarism of the Assad regime.",2017-02-21 00:00:00,Boris Johnson
,US Administration: UK Foreign Policy,"If the right hon. Lady is referring to Russian-led peace talks in Afghanistan, I think she is in error. Perhaps she is talking about the Astana talks on Syria. It is strongly our view and the view of all Syria-supporting countries that those negotiations should resume as soon as possible in Geneva. The right hon. Lady talks about the UK’s contribution to Afghanistan, and I think that she and the whole House can be very proud of the sacrifice made by those 456 British troops who lost their lives over the past 15 years. Hundreds of thousands of women in Afghanistan are now being educated as a result of the sacrifice made by British troops and the investment in that country by the British people. There are people who are now getting food, water and sanitation, which they would not otherwise have received.",2017-02-21 00:00:00,Boris Johnson
,Global Britain Campaign,"Global Britain is a programme to help to explain to the world, but also to the people of this country, what I think they do not often suspect, which is the full range of Britain’s military, cultural, commercial and diplomatic influence in the world. It is important to do that now, particularly as we make our Brexit—or Bre-entry into the world, as we should perhaps call it—to help people to understand that a more global Britain will be a more prosperous Britain.",2017-02-21 00:00:00,Boris Johnson
,Global Britain Campaign,"I am delighted to tell my hon. Friend that over the next 10 years we will, for instance, be spending £178 billion on defence—we are one of the few countries in NATO to contribute 2% of our GDP to defence. As a result, there will be more funds available, for instance, to support companies in Yeovil, such as the helicopter company Leonardo MW, which, as far as I know, builds Wildcat submarine-hunting helicopters, among other vital bits of kit.",2017-02-21 00:00:00,Boris Johnson
,Global Britain Campaign,"I quite agree. Perhaps I can just give Members one stunning fact, which should seldom be off their lips when selling UK universities, for instance, to the world: of the Kings, Queens, Presidents and Prime Ministers in the world today, one in seven was educated in this country, and London has more international students than any other city in the world.",2017-02-21 00:00:00,Boris Johnson
,Global Britain Campaign,"I do not think that anybody could seriously say that the former Prime Minister has been insulted by any remarks I made last week. What I was trying to get over was my strong feeling that the debate was had last year and everybody understands that we are going forward with a new approach for this country— a global approach. It will be a clean Brexit and, I think, a highly successful Brexit, as the Prime Minister has said.",2017-02-21 00:00:00,Boris Johnson
,Global Britain Campaign,I am sure the hon. Gentleman is aware that the UK is one of the only countries in the world to contribute 0.7% of GNI to overseas development. We have a fantastic record not just in Sudan but across Africa. He is right to draw attention to the approaching famine in South Sudan. We have sent 400 troops to help deal with that emergency.,2017-02-21 00:00:00,Boris Johnson
,Israeli Settlements,"Yes, indeed. I met Prime Minister Netanyahu and repeated the historic UK position, which is that we believe the settlements on the west bank are illegal and constitute a barrier to a peaceful settlement in the region.",2017-02-21 00:00:00,Boris Johnson
,US Immigration Policy,I think that it is time for perspective and time to stop demeaning the holocaust.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I thank the hon. Lady for what she is doing with the NATO Parliamentary Assembly. It is important that we talk to our friends and partners in NATO about the vital importance of that organisation. She is right to suggest that we have many friends on Capitol Hill who agree profoundly about the importance of NATO—as, indeed, do many in the new Trump Administration—but the way to nail those arguments down is to engage with that Administration in the way we are doing.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"We have made our position clear on this policy. We believe that the US has a proud record of taking in refugees; it has already taken 12,000 refugees from the Syrian conflict, and I hope that it will think again.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I will turn the hon. Gentleman’s entire proposition on its head: I think that other countries around the world are looking to us to engage with the new American Administration in order to reflect their concerns and to get across our key messages on NATO, on trade and on the values that unite us.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,I must say in all candour to the hon. Lady that it strikes me that her question was composed long before she came to the House for this statement and heard what I have had to say. Any fair-minded person listening to what I have had to say about the measure and about what the UK Government have done over the past 48 hours would not conceivably have put things in the way that she did.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"A ministerial colleague makes from a sedentary position the important point that the leadership of the Labour party is currently in the hands of somebody who advocated talking to the IRA not so many years ago, and possibly still does. We are advocating engagement with the Government of the most powerful nation on earth, on which the security of the world depends.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I do not think that there is much between our perspectives on this. I have said repeatedly this afternoon that I believe the measure to be divisive, discriminatory and wrong, more or less parroting the hon. Lady’s words—in fact, she parroted me. That is my view. In so far as the measure may turn out to be counterproductive, which is the view of many hon. Members, we are also making that point.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"Everybody understands the scope and extent of the challenge that we face from radical Islamic extremism. I understand the hon. Gentleman’s point about the danger of pushing people into a corner and making them feel more isolated. He is quite right to raise that. However, we are working with a huge coalition of Muslim countries, many of which are completely unaffected by this measure, to defeat that extremism and radicalisation.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"At the risk of repeating myself, and as I have said several times already this afternoon, we have expressed our clear views about the policy in respect of both refugees and migration from the seven named countries.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I think that I gave an answer a moment or two ago. I do not comment on the confidential conversations that take place between the Prime Minister and her opposite number. We have worked with our friends in the White House, the State Department and the Department of Homeland Security to understand exactly how the measure is to be implemented and to ensure that we secure the protections that this country needs.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I understand the feelings of many people in this country and around the world. They have expressed themselves. I have seen the numbers on the petition. I will repeat my point to the House: it is our job as a sensible Government to work with the most powerful democracy in the world, the leadership of which is absolutely indispensable for our security and for the stability of NATO and the western alliance. That is what we are going to do. Just as every other President before him who has come to the UK, it is entirely right that Donald Trump should receive a state visit.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,It is obvious to the meanest intelligence that we have not complied meekly with this policy but have sought changes and improvements so as to protect the rights of UK nationals and of dual nationals who may have been born in the seven countries that have been identified.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I refer the hon. Lady to what I said earlier, but I would add that, while the repercussions of that Executive order were being felt in the US alone, the Prime Minister was in transit to Turkey for another   very important visit where she secured a fantastic deal for this country—an agreement to supply Turkey with British-made fighter planes.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I have answered that question already, with great respect, and I do not comment on the conversations that take place between the Prime Minister and her opposite number.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am delighted that 100 of the hon. Gentleman’s constituents have been waiting with bated breath for him finally to get that question—I cannot remember what it was—off his chest. I hope he will forgive me. The views of his constituents are important, and they clearly disapprove of the prospect of a visit by the President of the United States. I must humbly and respectfully say to them that I think it is in the interests of this country that, as with every other President of the United States, Donald Trump should come to the UK.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,The hon. Gentleman cannot have been listening when I pointed out—I think I am now pointing it out for the third time—that the list of the seven countries in question was drawn up not by the Trump Administration but by the Obama Administration when they applied their own thoroughly restrictive measures on people travelling from those countries.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"We have been extremely candid with our American friends and partners, as indeed I have been candid with the House this afternoon about our reservations, which include the grounds that my hon. Friend mentions.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"It is our duty to secure the best possible deal for citizens of the United Kingdom. What Canada does is a matter for Canada, and I have no knowledge of what deal the Canadians may or may not have secured. It is important for the House to understand that this is an Executive order that caught many Departments of the American Administration on the hop, as it were, and it has taken them some time to elaborate the policy that we now have.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am very grateful to my hon. Friend. To the best of my knowledge, both Nicolae Ceausescu and Robert Mugabe have been entertained by Her Majesty the Queen, and I think most Members would concede that it is our duty and the right thing to do to make preparations now for receiving our friend, our partner, the leader of a long-established great democracy and our most important ally.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am very aware of that particular problem, and I have already heard representations from Iraqi politicians. There are, as the hon. Gentleman will know, specific exemptions for those involved in politics or diplomacy, and I hope that their applications will be treated expeditiously by the US.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"That is entirely right. As things turned out, I was rather grateful for President Obama’s intervention. If I may say so to the House, I think we have got the balance just about right. It is very difficult, and we have had to be clear with our American friends and partners, but we have also had to secure important protections for duals and for UK citizens.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,The hon. Lady will know very well that the Prime Minister has herself said several times that such language is unacceptable.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"My hon. Friend has made the point very elegantly. We do not agree with this policy, we do not support it, it is not something that we would do ourselves, but we think that the best way to effect change and influence the White House is to engage, and to be as positive as we possibly can.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,I am afraid that the hon. Lady must have been momentarily thinking of something else when I pointed out earlier that those seven countries had already been singled out by the Obama regime for very substantial visa restrictions.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"Yes, I certainly can. If my hon. Friend has any problems, she should get on to us.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I like the way the Labour party is obsessing about points of protocol, but all this has yet to be determined.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I assume that that took place under the Obama Administration. Obviously I should be happy to receive correspondence about it, but, again, my hon. Friend and every other possessor of a United Kingdom passport will be free to travel to the United States without let or hindrance.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I think the conclusion that anybody looking at the President’s electoral rhetoric and what he is in fact doing will draw is that his bark is considerably worse than his bite. I think we have every opportunity to do a very good deal with him on all sorts of things, not least free trade.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I understand the phenomenon to which the hon. Gentleman alludes, and we all need to work harder, and to work with our American friends and partners, to tackle that sense of exclusion and isolation which can drive extremism.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"As I said earlier, this country has a proud record of taking refugees, and, indeed, of funding international organisations and of campaigning for female victims of sexual violence in conflict. We have done, I think, more than any other country in the world in that regard, and we continue those pledges. As for the hon. Gentleman’s point about the state visit, which has been made repeatedly this afternoon, I repeat: Her Majesty the Queen has extended that invitation, it is right and proper that it should go ahead, and it will.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I think that any fair-minded person would, having listened to what has happened over the last 48 hours, understand that far from supporting the policy, far from acquiescing in the policy, and far from approving or agreeing with the policy, we have worked with the incoming Administration to modify that policy and to secure important protections for UK nationals and for dual-nationals.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"Irrespective of the psychological traits of various world leaders, in which I am sure the hon. Lady is an expert—I have not had a chance to consult her register of interests to discover whether she is indeed a psychologist—we will work with the President, and indeed with all our friends and partners, to get the best outcome for our country. The partnership with the US is absolutely vital, not just for our stability and security but for that of the entire world.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I completely agree that we must stand up against bigotry and nationalism, but I do draw the line at the comparison that has been made relentlessly this afternoon between the elected Government of our closest and most important ally—a great democracy—and the anti-democratic, cruel and barbaric tyrannies of the 1930s. Continually to use the language of appeasement demeans the horror of the 1930s and trivialises our conversation.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"The important point, I stress again to the House, is that the Government have earned the right to speak frankly to our friends in the US. We have done so, and we have made our views about this measure known. As the House has heard, my views are ad idem with the views of the hon. Member for Wallasey (Ms Eagle) and other Members here today. The Prime Minister does not approve of the measure, but the important thing to do is to talk to our friends and partners in the US—to reflect and relay some of the global consternation that we detect, but to get a positive outcome for UK nationals.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am aware that there are other countries, particularly in the middle east, that ban the citizens of at least one country from entering their own.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"Our policy on receiving refugees has not changed, and we have a good record. The United States, to the best of my knowledge, has taken about 12,000 Syrian refugees alone. As I said earlier, I do not think that anybody could reasonably fault the United States of America as a great recipient of migrants from around the world. If we look at the numbers—45 million people in the US were not born in that country—we see that it has a very distinguished record.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"My hon. Friend puts it bluntly, but accurately. Whatever Members may think about this policy—there is a wide measure of agreement about the policy across the House—it is the prerogative of the President of the United States and the American Government to do this.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"With great respect, the hon. Gentleman must have failed to pay attention during the previous 15 answers I have given on exactly that point. We do not agree with the policy, but we are engaging with the United States to improve it.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,My right hon. Friend makes an excellent point. I would just remind the House that the reason the particular seven countries have been singled out—there has been a certain amount of confusion and controversy about this—is that they were in fact the seven selected by the Obama Administration for the withdrawal of the visa waiver scheme for anybody who had been to those countries.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am very grateful to the right hon. Gentleman. I know that he was born in Yemen, and there must initially have been some anxiety in his mind about exactly how he would be treated were he to go to the US. I am happy to say that he will face no obstacle whatever because he is a UK passport holder; nor will any UK aid worker in Yemen, because that is what we have achieved.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"The reality is that conversations between the new Administration and the UK Government have been going on for many months. I have to say that we became aware of the policy when it was enacted by the President on Friday evening, and since then we have worked very hard to secure the exemptions and protections that we now have.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"We already work very closely—hand in glove, cheek by jowl, locked at the hip—with our friends and partners in the EU on matters of common foreign and security policy, and by the way we will continue to do so once we have left the European Union.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am glad my hon. Friend has pointed that out. I had alluded to it in an elliptical way, but it is right that the House should be aware of that discrimination and the ban that exists. By the way, the House should reflect on the fact that all immigration and visa policies are by their nature discriminatory as between individuals and nations.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"What I can say about the conversations we have had so far is that, where people have diplomatic or political reasons to travel, or if they are travelling because they are aid workers, there should be expeditious systems for ensuring that they get through fast. That also applies to some of the people who are resident in this country but do not have either dual or UK nationality.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am very grateful to my hon. Friend for raising a point about which many Members of the House would have been ignorant until this afternoon.  [ Interruption. ]  There we go. Opposition Members knew it. In that case, why did they keep silent?",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I said in my answer to the hon. and learned Member for Edinburgh South West (Joanna Cherry), who speaks from the Front Bench, that we are aware of the problem with the Glaswegian vet and will do everything we can within our consular power to help her. The hon. Lady’s repetition of comparisons—they have been made all afternoon—between these events, the second world war and the holocaust trivialises the holocaust.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"Absolutely. I assure my hon. Friend that we will continue to be a great open society in the UK. I was very proud when I was Mayor of London that 40% of Londoners were born abroad, including me. She has repeated condemnation of the Executive order, which has been heard on both sides of the House. As I have said, it is not my place to defend or explicate that policy, but it is there for 90 days and 90 days only, and will be subject to the full scrutiny of debate on Capitol Hill. As we have heard, there is doubt there, too.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I agree very much with a lot of what the hon. Lady says, which is why the Prime Minister and I have taken the line we have on this measure. She speaks of hate crime and is absolutely right to do so. I do not want to see anything that stigmatises, entrenches divisions or causes communities to feel unwelcome, whether in this country or elsewhere. That is absolutely wrong. We take hate crime very seriously in this country. We can be proud of some of the achievements we have made in the past 10 to 20 years in cracking down on those who foment mistrust and division between our communities.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"The right hon. Gentleman is taking sanctimony to new heights. Most fair-minded people would say that we have made it clear to our friends in America that we do not agree with their policy and that we disapprove of discrimination on the grounds of nationality. However, we have worked with them to get the best possible outcome for UK nationals and dual nationals. We have also made clear to the American   Administration—I am sure that he will approve—the widespread consternation felt by individuals such as him around the world.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I savour the rare congratulations from my hon. Friend on any matter whatever. I am particularly delighted that Sir Mo Farah can continue to go back to the United States, where he trains and can get fit to win the many medals that he does.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"The hon. Lady says that the policy is counterproductive, immoral and wrong; I have said that it is divisive, discriminatory and wrong. If anyone thinks that there is a substantial difference in our positions, I invite them to write to me and explain.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am thrilled that neither my hon. Friend, with whom I have travelled many times, nor Sir Mo Farah will be affected by this presidential Executive order. I can confirm that the embassy advice has been updated as we have been speaking.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"The Prime Minister’s primary duty, as the hon. Gentleman will know, is to the safety and security of everybody in this country, and to protect their rights and freedoms. That is what has been achieved by the agreement that we have struck. He will also know that the Prime Minister was first or very early out of the box in saying that she disagreed with this policy.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am not seeking to defend, explicate or rationalise in any way the policy of the presidential Executive order. I merely seek to explain how it may affect UK nationals and dual nationals, and what we have done to mitigate its effects.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,The Prime Minister made it very clear that she did not agree with the policy.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"She did, and I have made it abundantly clear several times during the course of these proceedings that the policy is entirely a matter for the United States, but that my view is that it is divisive, discriminatory and wrong.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I completely agree with my hon. Friend. I would just point out that we are more likely, as a nation, to get a hearing on these vital issues if we treat our long-standing friends and partners with the respect that they deserve.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"The hon. Lady’s constituents are, of course, perfectly at liberty to sign the petition and express their views. I have expressed my views about the measure,   but I also think it would be a good thing for the visit to go ahead, because the relationship between the United Kingdom and the United States is the single most important geopolitical fact of the past 100 years, and we are going to keep that relationship going.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,I am very grateful to my right hon. Friend for his point. I am glad to see that the bust of his grandfather has been rightfully restored to its place in the Oval Office. I remind him that of course Winston Churchill took a very strong view on a country being able to control its own borders and immigration policies.,2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am sure that the mood of the Chamber of the House of Commons will be reflected in all discussions about how the visit is to go ahead, but we should bear in mind that he is the elected Head of State of our closest and most important ally, and there is absolutely no reason why he should not be accorded a state visit, and every reason why he should.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I agree with my hon. Friend about the Prime Minister’s visit. I think it was a very great success, and the two evidently kindled an important relationship. The parallels that were drawn extensively in the US commentariat between Ronald Reagan and Margaret Thatcher and our Prime Minister and the new American President were very apposite. We can look forward to a new era of security and stability, working together with the US.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"May I therefore say, with your guidance, Mr Speaker, that I do find it distasteful to make comparisons between the elected leader of a great democracy and 1930s tyrants? I really have to say that I think it is inappropriate. As for the exact protocol of when the visit should take place—something about which the hon. Member for Ilford South (Mike Gapes) obviously cares very deeply—I cannot give him any guidance about that; it is a protocol matter.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I am grateful to my right hon. Friend for that ingenious question. I am sure that the House will appreciate that we have very good relations with the US Government at all levels now. My right hon. Friend the Home Secretary has had an excellent conversation today with General Kelly of the Homeland Security Department, confirming the very important exemptions that we have achieved for UK nationals and dual nationals.",2017-01-30 00:00:00,Boris Johnson
,US Immigration Policy,"I will simply have to repeat what I have already said about 15 times this afternoon about my views on this policy, which I think are exactly the same as those of the hon. Member for Wallasey (Ms Eagle): it is divisive, discriminatory and wrong. That is our position. The right hon. Member for Carshalton and Wallington (Tom Brake) can find all sorts of other adjectives, if he chooses to. Let him reach into his thesaurus and exhaust the wells of outrage, by all means. We have made our position clear, and we have also secured an important exemption for UK nationals.",2017-01-30 00:00:00,Boris Johnson
,Topical Questions,"I make no comment on the electoral efficacy of the hacking of the DNC emails, except to say that it is pretty clear that it did come from the Russians. The point that we have made to the incoming Administration, and indeed on Capitol Hill, is just this: as I said earlier, we do think that the Russian state—the Putin Kremlin—is up to all sorts of very dirty tricks, such as cyber-warfare, but it would be folly for us further to demonise Russia or to push Russia into a corner, so a twin-track strategy of engagement and vigilance is what is required.",2017-01-10 00:00:00,Boris Johnson
,Topical Questions,The only way forward is for both sides to get to the negotiating table and recognise that a two-state solution is the way forward.,2017-01-10 00:00:00,Boris Johnson
,Topical Questions,"It is very important to recognise that the Turkish state—the Turkish Government—was the victim of a violent attempted coup in which hundreds of people died. It was entirely wrong of many Governments in the EU instantly to condemn Turkey for its response rather than to see that, again, there is a balance to be struck. Turkey is vital for our collective security; the last thing we need to do is to push it away and push it into a corner.",2017-01-10 00:00:00,Boris Johnson
,Topical Questions,"It is, of course, true that the loss of UK tourist business to Egypt has been very severe, and we are working hard with our Egyptian counterparts to get the reassurances that we need to restore those flights, which we all want to happen.",2017-01-10 00:00:00,Boris Johnson
,Topical Questions,"The hon. Lady will know very well that we are working with our international counterparts to persuade both sides to get to the table, to persuade the Palestinians to drop their violence and recognise the existence of the state of Israel and show some leadership, and to persuade both sides to understand that a two-state solution is the only way forward. I believe that that is the best thing for the Government to do.",2017-01-10 00:00:00,Boris Johnson
,Topical Questions,"As is well known, the state of Israel is just about the only democracy in that part of the world. It is a free and liberal society, unlike many others in  the region. I passionately support the state of Israel. It was very important that, in resolution 2334, the UK Government not only stuck by 30-year-old UK policy in respect of settlements, but underscored our horror of violence against the people of Israel.",2017-01-10 00:00:00,Boris Johnson
,Topical Questions,"I honestly cannot speak for the response of my counterparts. The hon. Gentleman can take this in whichever way he chooses, but all I can say is that there was a wide measure of agreement on both sides of the table on some of the problems that our societies face in America and UK, on the need for some fresh thinking, and on the huge potential of the UK and the US to work together to solve those problems.",2017-01-10 00:00:00,Boris Johnson
,Topical Questions,"My right hon. Friend will find that the City of London has been through all sorts of vicissitudes that people prophesied would lead to its extinction. I remember people making exactly the same arguments about the creation of the single currency and about the economic crash in 2008, and the City of London has gone from strength to strength. Canary Wharf alone is now a bigger financial centre than the whole of Frankfurt. By the way, that opinion was shared completely by our friends and counterparts in Washington. I have no doubt that the commercial and financial dominance of the City of London in this hemisphere will continue.",2017-01-10 00:00:00,Boris Johnson
2017-05-01 16:19:00,US Immigration Policy,"With permission, Mr Speaker, I will make a statement on the implications for this country of the recent changes in US immigration policy. In view of the understandable concern and uncertainty, it may be helpful if I describe for the House the consequences for British citizens and dual nationals of the Executive order issued last Friday. Let me begin by saying that it is not UK policy—this is not our policy—nor is it a measure that this Government would consider. I have already made clear our anxiety about measures that discriminate on grounds of nationality in ways that are divisive and wrong. On 27 January, President Trump issued an Executive order banning citizens of seven countries from entering the US for a period of 90 days. Those countries are Syria, Iraq, Iran, Somalia, Yemen, Libya and Sudan. The order makes it clear that no US visas will be issued to citizens of those states and that anyone who already has a visa will be denied entry. The immigration policy of the United States is of course a matter for the Government of the United States, but on the face of it this Executive order has consequences for some British citizens. For that reason, I spoke yesterday to the US Administration and my right hon. Friend the Home Secretary has today spoken to General Kelly, the Secretary of Homeland Security. I am able to provide the following clarification: the general principle is that all British passport holders remain welcome to travel to the US. We have received assurances from the US embassy that the Executive order will make no difference to any British passport holder, irrespective of their country of birth or whether they hold another passport. In any case, the Executive order is a temporary measure that is intended to last for 90 days until the US system has added new security precautions. This is of course a highly controversial policy that has caused unease and I repeat that it is not an approach that this Government would take. Let me conclude by reminding the House of the vital importance of this country’s alliance with the United States, which I am sure Opposition Members appreciate. On defence, intelligence and security, we work together more closely than any other two countries in the world. That relationship is overwhelmingly to our benefit. The Prime Minister’s highly successful visit to the White House last week underlined the strength of that transatlantic alliance. Where we have differences with the Unites States, we will not quail from expressing them, as I have done today— [ Interruption. ]",2017-01-30 00:00:00,Boris Johnson
