date,text,mp,time,debate
2016-12-05 00:00:00,"The funds that we put in place to support unaccompanied children represent a sum that we agreed after consultation with local authorities to work out the costs. It is the average cost. We acknowledge that some children will have different needs and will therefore end up being more expensive, and some less so. We hope that this is the right amount to be able to support them. We believe that it is the right amount. We are always willing to try to listen to local authorities if they have other suggestions. I particularly refer them to the controlling migration fund, which we hope will be able to give additional support.",Amber Rudd,,Unaccompanied Asylum-seeking Children
2016-12-05 00:00:00,"The right hon. Lady will be aware that we encourage the reporting of crime, particularly rape. We want people to have the confidence to do that and to know they will be treated well. We absolutely recognise the need for funding to support people, which is why the new violence against women and girls strategy has been launched, and we have pledged an increase of £80 million to 2020 to make sure we do just that.",Amber Rudd,,Topical Questions
2016-12-05 00:00:00,"My hon. Friend rightly says that the national living wage could be a pull factor, but other factors are also at play, such as currency fluctuations, which can have the opposite effect, and I urge him to consider those.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-12-05 00:00:00,"My hon. Friend is absolutely right. That is an important part of the new proceeds of crime legislation, and, yes, it will be included in it.",Amber Rudd,,Asset Recovery Regime
2016-12-05 00:00:00,"The right hon. Gentleman raises an important point. We are aware that there is a certain expectation and concern about the European Union citizens here. As the Prime Minister has said, she hopes to be able to reassure them, but it is right that we do that   while looking also at the over 1 million UK citizens in the rest of the European Union. There will be a need to have some sort of documentation—he is entirely right on that—but we will not set it out yet. We will do it in a phased approach to ensure that we use all the technology advantages that we are increasingly able to harness to ensure that all immigration is carefully handled.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-12-05 00:00:00,"The hon. Lady might want to take up her interesting views with the hon. Member for Dudley North (Ian Austin) who seems to take a slightly different view. One thing that is for certain is that when we do leave the European Union, we will have more control over immigration from the European Union and we will be making sure that the immigration that we do get from the European Union achieves the right balance of attracting the type of people who can really boost the UK businesses that need it.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-12-05 00:00:00,My hon. Friend raises a really important point. Unexplained wealth orders will send a powerful statement to those who wish to launder the proceeds of their crimes in the UK. They are an investigative power and so will be subject to the same court rules that apply to the existing civil recovery investigative powers.,Amber Rudd,,Asset Recovery Regime
2016-12-05 00:00:00,"Since 2010, £1.2 billion of criminal assets have been recovered, and a further £3 billion have been frozen. The Serious Crime Act 2015 provided new powers, and the Criminal Finances Bill will further improve our capability, but there is more to be done. Next year we will publish a new asset recovery action plan, and the Cabinet Office will look at the UK’s response to economic crime more broadly. This will include looking at the effectiveness of our organisational framework and the capabilities, resources and powers available to the organisations that tackle economic crime.",Amber Rudd,,Asset Recovery Regime
2016-12-05 00:00:00,"The right hon. Gentleman will be aware that we recently opted into the new elements of Europol. In terms of looking forward, we are in discussions on that matter. I can tell him that we are one of the largest contributors to Europol. We play an important part in it. It will be part of the ongoing negotiations.  [Official Report, 12 December 2016, Vol. 618, c. 3-4MC.]",Amber Rudd,,Asset Recovery Regime
2016-12-05 00:00:00,"I refer my hon. Friend to the new legislation. She is absolutely right that the trouble is that criminals will always try to get ahead of us in finding ways to launder their money and the proceeds of their activities. We are determined to make sure that we get ahead of them, which is why we are having the new legislation put in place.",Amber Rudd,,Asset Recovery Regime
2016-12-05 00:00:00,"I can reassure the hon. Lady that I am having extensive discussions with European counterparts and with European bodies that help to keep us safe, so that when we do leave the European Union, we will, as far as possible, be able to have access to that information. When people voted to leave the European Union, they did not vote to be less safe.",Amber Rudd,,Asset Recovery Regime
2016-12-05 00:00:00,"We take dealing with the proceeds of crime incredibly seriously, and the idea that there are people who commit criminal acts and then come to the UK is very unwelcome. One of the elements we have to deal with that is the new unexplained wealth orders. They do apply to foreign persons also in the UK, and they will go part of the way to addressing exactly what she describes in terms of the transfer of illegal funds.",Amber Rudd,,Asset Recovery Regime
2016-12-05 00:00:00,,Amber Rudd,,Freedom of Expression (Religious Satire)
2016-12-05 00:00:00,"I understand the hon. Gentleman’s motive in making this point. However, I would respectfully say to him that that could have a very detrimental effect in terms of a pull factor, with children coming to this country—potentially being sent or indeed trafficked to this country—in order to have their parents brought over; so no, we will not be looking at it again.",Amber Rudd,,Unaccompanied Asylum-seeking Children
2016-12-05 00:00:00,"As I told the House, and as the right hon. Lady is aware, there are different views on this. The definition that I referred to was the one for international students, which is held by the Office for National Statistics; more than 12 months and they represent an immigrant, and therefore are part of the numbers.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-12-05 00:00:00,"I share my right hon. Friend’s view that students play an important role in contributing to the economy and are most welcome in the UK. The internationally recognised definition of a “migrant” is someone coming here for more than 12 months, so they are likely to stay within that definition, although I am aware that there are different views on this matter.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-12-05 00:00:00,"It is a little rich getting that sort of lecture from a Labour Member, because the Labour party failed to put controls on in the 2004 enlargement and most of its Members who were in charge then have admitted what a mistake that was. There are no lectures coming from my party—only hard answers. The answer is that we will be restricting immigration when we move to leaving the EU.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-12-05 00:00:00,"The latest labour market statistics show that more British people are in work than ever before, the unemployment rate is at its lowest level for over a decade and nine in 10 people in jobs are UK nationals. However, the Prime Minister has been clear that as we conduct negotiations to leave the European Union, it must be a priority to regain more control of the numbers of people who come here from Europe.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-10-31 00:00:00,"The Policing Minister has spoken to the police and crime commissioner, who has agreed that he will work with South Yorkshire police to make sure that    information that the hon. Lady requires is released. I repeat what I said earlier: I made this decision, and the Government made this decision, thoughtfully, having assessed carefully what the facts were and thinking about the families involved. The fact that we arrived at a different decision from hers does not make it wrong.",Amber Rudd,,Topical Questions
2016-10-31 00:00:00,We all saw over the weekend the dreadful scenes in Exeter. I would be delighted to come with my right hon. Friend to thank the police and the fire and rescue teams who did fantastic work dealing with such a difficult situation.,Amber Rudd,,Topical Questions
2016-10-31 00:00:00,"I do not agree that there is an equality of seriousness between Hillsborough and Orgreave. Ninety-six people died at Hillsborough: it is a different situation.   Two Hillsborough criminal investigations are going on now, and they have access to the Orgreave material. There will be no change in that respect.",Amber Rudd,,Topical Questions
2016-12-05 00:00:00,"My hon. Friend raises an important point. One in 10 18 to 24-year-olds is still unemployed, and we want them to have the opportunity to take up these jobs. That is one reason why, alongside other initiatives such as the apprenticeship levy, we are encouraging businesses to participate more in local employment and work more with local young people to make sure that they can take those jobs.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-10-31 00:00:00,"I am grateful to my hon. Friend for that suggestion. In fact, our constituencies share the same county of East Sussex—the county with the third highest number of over-80s—so I am familiar with the problem that he highlights. We are redoing the police funding formula and I will take his suggestion as part of the consultation.",Amber Rudd,,Fraud
2016-10-31 00:00:00,"My hon. Friend is right to raise this issue. The Joint Fraud Taskforce is focusing on helping individuals to spot such attempts by fraudsters. The new   “Take Five” nationwide fraud prevention campaign, which encourages people to take five minutes to consider the motives behind a cold call, will help people not to be tricked in that way. I will certainly look at his suggestion.",Amber Rudd,,Fraud
2016-10-31 00:00:00,"The UK is indeed one of the best places to do business, but the proceeds of organised crime and overseas corruption have for too long been able to move through the UK with considerable impunity. Significantly, the Bill will introduce new offences and measures to allow us to go after the money, the middlemen and the crime barons themselves.",Amber Rudd,,Fraud
2016-12-05 00:00:00,"I can reassure my hon. Friend that each child that his council looks after does attract additional funding, so I hope that that will address his particular financial concerns about the council’s obligations. I would like to put on record our grateful thanks to Peterborough Council, which does a fantastic and generous job in looking after some of these most needy children.",Amber Rudd,,Unaccompanied Asylum-seeking Children
2016-10-31 00:00:00,The Government have been clear that they want to protect the status of EU nationals already living here. The only circumstances in which that would not be possible are if British citizens’ rights in European member states were not protected in return.,Amber Rudd,,Indefinite Leave to Remain
2016-10-31 00:00:00,"My right hon. Friend the Prime Minister and I have set out what we knew at the time and its relevance. It is really important that this inquiry continues. The hon. Lady asks questions that are for the head of the independent inquiry. It is essential for the authenticity of this inquiry that it is held independently. It is not run by the Home Office, and that is an essential part of its integrity. I urge her to stop knocking the inquiry and start getting behind it.",Amber Rudd,,Topical Questions
2016-10-31 00:00:00,I pay tribute to Leicestershire County Council and all the local authorities that have stepped up and accepted unaccompanied children under the national transfer scheme. I assure my hon. Friend that the Government are committed to funding local authorities for the care of unaccompanied asylum-seeking children. In July we significantly increased the rates by up to 33%. We will keep these arrangements under review.,Amber Rudd,,Topical Questions
2016-10-31 00:00:00,"In answer to an earlier question, the Prime Minister has already said that that is the intention. It is only to ensure that there is a reciprocal arrangement that we have held back from giving that final commitment, which we sincerely hope will be made.",Amber Rudd,,Indefinite Leave to Remain
2016-10-31 00:00:00,"The Modern Slavery Act 2015 gave law enforcement agencies new powers, which must now lead to results. Progress is being made, but there is still much more to do. That was why on Anti-slavery Day last week, I announced an £8.5 million fund to transform our domestic police response. That will include funding for more than 50 additional analysts, specialists and investigators. Last week at the Vatican, I announced the £11 million modern slavery innovation fund, which forms part of the £33 million that we have dedicated to overseas aid. The fund will support, trial and test innovative ways of tackling modern slavery. These funds reflect the Government’s commitment to apprehend the perpetrators and protect the victims of these terrible crimes. I look forward to the first meeting of the prime ministerial modern slavery taskforce this week.",Amber Rudd,,Topical Questions
2016-10-31 00:00:00,"I saw those reports. They were based on existing public research, which estimates that around 80% of EU migrants already here will have been resident in the UK for up to five years by the start of 2019. However, it is too simplistic and too early to reach definitive conclusions about what the outcome will be when we do leave.",Amber Rudd,,Indefinite Leave to Remain
2016-10-31 00:00:00,"Since the removals from the camps started—they have largely been completed—there has already been a tremendous reduction in the number of clandestines and illegal refugees trying to get across to the UK. We hope that, working closely with the French, we will be able to continue to ensure that my hon. Friend’s constituents, as well as everyone else’s, feel better protected.",Amber Rudd,,Topical Questions
2016-12-05 00:00:00,"The hon. Lady has raised an important question, and I know that the National Farmers Union met my colleague the Minister for Immigration recently to discuss exactly that point. We are aware how necessary it will be to ensure that we have some sort of seasonal scheme in place, and we are looking carefully at it.",Amber Rudd,,Unskilled Migration: Employment Levels
2016-10-31 00:00:00,"I thank the right hon. Lady for her question. This Government’s record on inquiries is strong. We have not been shy about setting them up when they are needed. This was not an easy decision, and the fact that I made a decision that she and her colleagues do not approve of does not mean that I did not take incredibly seriously the matter or the meeting that I had with the families. When I weighed this up using a true public interest test, it did not meet that test. I urge the right hon. Lady and her colleagues to read the written ministerial statement that I have made today.",Amber Rudd,,Topical Questions
2016-10-31 00:00:00,This Government are going further than any before to protect individuals and communities from fraud. We have established a new programme through the Joint Fraud Taskforce to ensure that the most vulnerable in our society are protected. Individuals should also be supported to protect themselves. Many cyber-attacks could be defeated by simple best practice.,Amber Rudd,,Fraud
2016-10-31 00:00:00,"That is a very interesting suggestion. I believe that such a set-up would be a matter for the House, but I am sure that other Select Committees have heard my hon. Friend’s suggestion, and they may indeed take up the opportunity themselves.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,"My hon. Friend has raised this matter with me before, and I can tell him that my right hon. Friend the Policing Minister will indeed meet him to discuss it. South Yorkshire police is under new leadership, and I am hopeful that it can make good progress. My right hon. Friend spoke to the police and crime commissioner today to explain the decision that the Government have reached.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,"I can tell the hon. Gentleman that I have taken this matter very seriously. I have spoken to the former Home Secretary about the decision, and I have ensured that all matters and papers have been carefully considered. We have taken our time to arrive at this decision. No commitment was made before; there was only a willingness to look at all the evidence—and perhaps the hon. Gentleman will acknowledge that there was no such willingness on the part of the Labour Government—in order to ensure that the right decision was made after all the information had been absorbed.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,"I respectfully say to the hon. Lady that the Hillsborough situation was quite different from Orgreave; 96 people died at Hillsborough and it was right that we had an inquiry that analysed exactly what happened on the day. In this situation at Orgreave there were no miscarriages of justice, there were no deaths— [Interruption.]  There were no convictions, the hon. Lady should be aware. Therefore Orgreave does not merit the same status as that needed for a public inquiry, which was required for Hillsborough.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,"I thank my right hon. Friend for making that point. In a way, the easier political decision would have been for the Government to agree to an inquiry, but I cannot see that that would be in the public interest, given the substantial policing changes that have taken place since 1984.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,"I spoke to the head of the Orgreave Truth and Justice Campaign this morning, and I am not surprised that she was very disappointed. I set out my reasons and I have written her and the campaign group a six-page letter. I suggest to the hon. Gentleman that they be given a chance to digest its contents before we set up any meeting.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,"No. The right hon. Gentleman is entirely wrong. He chooses to politicise the issue when there are no politics here. As he knows, I had a meeting with the campaign group, and we had a frank exchange of information. The fact that he disagrees with the decision I have made does not mean that it is the wrong decision. I have made it honestly, and it is based on the evidence.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,I am in regular discussions with the Secretary of State for Education on all aspects of policy relating to international students. We will shortly be launching a consultation on changes to the non-EU work and study migration routes. I encourage all interested parties to participate.,Amber Rudd,,International Students
2016-10-31 00:00:00,"I can reassure my hon. Friend that our policy will remain as it is, both post-Brexit and pre-Brexit. It is to encourage the brightest and the best to come to this country, where they contribute to our economy and cultural life.",Amber Rudd,,International Students
2016-10-31 00:00:00,"I agree with my hon. Friend that every student who has studied here can become an important ambassador for this country internationally. That is an incredibly important part of the soft power of this country, extending our influence. I would say to my hon. Friend, however, that international students are welcome now and we want to continue to attract the best and the brightest. We will continue to do so after we leave the European Union.",Amber Rudd,,International Students
2016-10-31 00:00:00,"We think we have the right balance on welcoming the brightest and the best students to this country, and allowing them to stay where they can get a   graduate-level job. We have to ensure that the system is fair in attracting people to our best universities and does not allow people to overstay where they do not have graduate-level jobs. If the hon. and learned Lady will indulge me, I will write to her regarding the particular question on what advice we have received.",Amber Rudd,,International Students
2016-10-31 00:00:00,"I certainly agree with the Chancellor that international students make an incredibly important contribution to our economy and our cultural life. On whether international students should be a part of the immigration statistics, they are part of the Office for National Statistics’ stated statistics and it is not for me to change that arrangement.",Amber Rudd,,International Students
2016-10-31 00:00:00,"The hon. Gentleman is right. Student immigration plays an important role in supporting our world-class university system, which is a great part of the British economy in terms of exports. He refers to some very encouraging work from my Department about getting a more precise hold on the number of those who overstay. That work is at an early stage, so I would not put too much weight on it yet. We are, however, watching it carefully and hope it will be able to give us more confidence in the numbers of students who leave as well as arrive.",Amber Rudd,,International Students
2016-10-31 00:00:00,"I do not share the hon. Lady’s view. I think our figures are pretty clear. When we talk about net immigration figures, we know that they take account of students coming in and students going out. We have the right way of measuring the number of students who come in, and I do not think it inhibits our appeal to international students, because the fact is that they do want to study here in the UK. We have two of the top 10 universities in the world—and long may that continue.",Amber Rudd,,International Students
2016-10-31 00:00:00,"I am always delighted to meet my hon. Friend. There has been a lot of airing of this particular issue about the breakdown of the immigration figures, but I think there is a reasonable amount of clarity about which part of them are students and which part are not.",Amber Rudd,,International Students
2016-10-31 00:00:00,"I urge the hon. Gentleman not to leap to anger quite so quickly. This Government have taken the time and looked at the documents. I have been in post for three months, and I have met the families and the campaigning MPs. The fact that I have reached a different decision from the one that the hon. Gentleman wanted does not mean that it is in any way dishonourable. This was a difficult decision to make. I have made it in consideration of all the facts, and I believe that it is the right one.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,"I think that the hon. Lady and I are in danger of violently agreeing on the benefit of international students to the economy and to this country in general. However, I think she is tilting at the wrong windmill here by focusing on whether international students are part of the immigration figures or not. As I explained earlier, this is a net figure, so it takes account of the people who come and the people who go. The hon. Lady may be exaggerating the impact that she would expect from the removal of international students from the figures.",Amber Rudd,,International Students
2016-10-31 00:00:00,"Following the request of the Orgreave Truth and Justice Campaign for an inquiry or independent review into the events that occurred at the Orgreave coking plant on 18 June 1984, I have today issued a written statement, setting out my decision. I have concluded that there is no case for either a statutory inquiry or an independent review.",Amber Rudd,,Orgreave
2016-10-31 00:00:00,"I wholeheartedly agree with the hon. Lady, and I hope she will join me in spreading the word that international students are welcome here. There should be no hate crime here, which is why I launched my hate crime action plan at the end of July. I can give her some reassurance that the unpleasant and unwelcome spike in hate crime in August has now fallen off.",Amber Rudd,,International Students
2016-10-24 00:00:00,"I have to say to my hon. Friend that that is not quite how it is working out. The 200 are largely made up of the Dublin amendment children, which means that they have a strong family tie in the UK. About a quarter of them are Dubs children. The balance of the additional children we will take will also be Dubs children. Not all of the 800 who have been interviewed will be coming to the UK; we are just processing their claims. There will be another 200 to 300 to interview, and we hope to reach a figure of a few hundred more over the next two to three weeks while the camp is being cleared. We will then have fulfilled our commitment to the French, which we hope will involve approximately half the children who were there.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The hon. Gentleman raises an important point, and if that were the case, it would not be a successful outcome. Our information is that a lot of the local authorities are choosing to work together, and we have a lot of examples of good practice in which four or five local authorities are getting together to make a joint offer rather than competing with each other.",Amber Rudd,,Calais
2016-10-24 00:00:00,"I would like to reassure my hon. Friend that the best way to assess age is by using experienced social workers. That is what we are doing in order to assess people’s age on the ground. Most of the young people we are talking to—children, minors, whatever we care to call them—are teenagers. We are prioritising those under 12, but most of them are teenagers and most are young boys. I still think that this is the right thing to do, and I ask my hon. Friend to reassure his constituents that we will always do the proper safeguarding checks to ensure that people are indeed who they say they are.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The hon. Gentleman is probably aware that there is a national transfer scheme to ensure that unaccompanied children are fairly shared around the country. We are urging local authorities to step up, and we are getting a very strong response. This has gone to the heart of people in this country and of local authorities, who want to participate and help, and who believe in this as an endeavour to try to address the problem. However, we will always need more, and I again urge any Members of Parliament who think that their local authority could help to please urge it to step forward and do so.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The only reassurance that I can give my hon. Friend is the reassurance that I have been given by the French. We have particularly asked them to ensure that the children are kept in a secure area, and our request was that it should be, potentially, outside the camp. They chose to keep the children inside the camp, reassuring us that they could keep them secure there. We are in close contact: we now have a large number of Home Office representatives in the camp, as well as the hundreds of Border Force staff who are in the area. We are hopeful that we will be able to work closely with them to keep the children safe. Ultimately, however, this is a French responsibility, although we are giving the French all the support that we can.",Amber Rudd,,Calais
2016-10-24 00:00:00,"I know that my hon. Friend has substantial experience in this field, having acted as an immigration lawyer before coming into Parliament. She is absolutely right to say that the best way to assess age is to use   experienced assessors, and we will continue to do that. The British Dental Association has said that dental checks are not the way to go, because they are ineffective and unreliable. The best way is to use the type of assessment that we are using, which is based on experience.",Amber Rudd,,Calais
2016-10-24 00:00:00,"My hon. Friend is right that there have been reports about some of the children turning out to be older than 17. We do checks as thoroughly as we can—highly professional checks—on the ground in an environment that is incredibly challenging. I ask my hon. Friend and other hon. Members to bear with us while we try to deliver the best for the young people who need, sometimes in the interest of safety, to come to the UK. But no one should be in any doubt: we take all assessments very seriously, and we will continue to make sure that we prioritise the most vulnerable, which will always be the youngest.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The hon. Gentleman is absolutely right. More work needs to be done upstream to stop people coming here in the first place, to stop these dreadful scenes where we see people arriving and not being able to get over to the UK, and to stop the dreadful scenes of people drowning in the Mediterranean as well. My right   hon. Friend the Prime Minister referred earlier to our work with the UN under UN Security Council mandate. We are working under Operation Sophia, with HMS Enterprise in place at the moment. That makes sure that we play our bit—our leading role—in trying to stop the dreadful smuggling of people across from Libya.",Amber Rudd,,Calais
2016-10-24 00:00:00,"I thank my hon. Friend for his support. He is absolutely right: the ending of that camp is in the interests of everyone in this country as well as in France. We believe that, as he said, only 10% of those in the camp are women, and we are prioritising them because they are the most likely people to be vulnerable to sexual exploitation. Currently, about a third of our intake are women, which is a positive result in comparison with the 10% figure.",Amber Rudd,,Calais
2016-10-24 00:00:00,"I am surprised to hear the hon. Lady talk about a detention centre. We are making sure that all the children who come over here are looked after in a way that we, as a proud and compassionate nation, can rightly call the best way. If she has any additional information, she is welcome to send it to me or to hand it to the Minister for Immigration at the end of this statement. We have 36 staff on the ground who have gone over during the past few weeks specifically to do this. They are engaged with the NGOs as well. There is no “them and us” feeling in the camp. We all have the same aims, and I would ask her to bear that in mind. We want to get the youngest children and the most vulnerable out. There is nothing but good will and good intent on this side to make sure that we can achieve that.",Amber Rudd,,Calais
2016-10-24 00:00:00,"I would expect the girl, in all likelihood, to claim asylum in France, but of course I hope that that event never comes to pass.",Amber Rudd,,Calais
2016-10-24 00:00:00,"My hon. Friend is right. We have been urging the French to take action for a while, and we have been working closely with them, but only in the past few weeks and days have we been able to really engage with them, and conduct interviews in a way that is quick and effective and has yielded results. My hon. Friend is also right in suggesting that that allows us to make more progress in arresting criminal gangs.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The hon. Gentleman is welcome to send me any information that he has. However, over the past few days there have been cases in which we have expected children to be available to board the bus to come to the UK, and sometimes non-governmental organisations themselves have been surprised not to have been able to find them. The position is not quite as straightforward as we wish it were; but I hope that, following the changes in the camp whereby all the children will be in one secure area, it will be more straightforward, when we have made a commitment to bring a child here, for us to do so without its being impossible to find them on the day.",Amber Rudd,,Calais
2016-10-24 00:00:00,"As the hon. Gentleman may know, the Dubs amendment can be implemented only if local authorities come forward and volunteer to take the children. We are fortunate in that enough local authorities have offered places, but we shall need more over the next few weeks, so if any Members wish to urge their local authorities to volunteer, they are most welcome to do so. Authorities are aware of the costs and the rate that the Government pay, and I hope they will consider the compensation adequate and volunteer to take the children.",Amber Rudd,,Calais
2016-10-24 00:00:00,"We are always grateful for the generous way in which local authorities come forward, and for their positive response to our call for their support. I particularly thank West Sussex County Council for the good work that it has been doing, notably in hosting one of the dispersal centres. We will of course work closely with the council to ensure that that good relationship continues.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The total package is £36 million, of which approximately £14 million is for security. The existence of security in Calais is very much in the UK’s interest. We need to ensure that we can protect tourists and enable truckers to maintain their economy and go about their normal business, which I hope will be much improved after the camp has been cleared.",Amber Rudd,,Calais
2016-10-24 00:00:00,"We do not always have all the information that we need. One of the reasons why the full cohort of nearly 200 “Dublin” children has not yet been brought   over is that we have not been able to establish where their close family members are. It is possible—this is an issue to which the hon. Lady has particularly drawn attention—that the close family members who have been claimed, and have been contacted before the children have been brought over, are no longer quite as contactable once the local authority is trying to address the situation. As I have said to other Members, this can be a complicated process, and it is not always straightforward to follow up the contacts that we have been given. However, if the hon. Lady wants to send me a particular example, I will of course look at it.",Amber Rudd,,Calais
2016-10-24 00:00:00,"My hon. Friend raises such an important point. I know he has done a lot of work in this area. He is absolutely right that there is always a risk to accepting these young women, but it is because they are at risk that we have been so keen to prioritise them. That is why, to protect them from the sort of dangers he sets out, of the nearly 200 people we have taken over the past weekend, nearly a third have been young women. I can reassure him that we will be making constant safeguarding checks. I will write to him more fully to set out exactly what we are doing.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The hon. Lady is quite right. It is essential that we maintain, as far as possible, the anonymity of the young people who are coming over here. One reason for that, which was pointed out to me, is the fact that it is claimed by smugglers and traffickers that some of those young people—particularly the young women—owe them money, and if they see the pictures, they may come after them. We must keep them safe by keeping their faces discreet and their locations secret.",Amber Rudd,,Calais
2016-10-24 00:00:00,My hon. Friend is absolutely right. We are initially making proper checks on every individual—every child or minor—who is brought across. We have to ensure that there is safeguarding and the interest of the child is served first before bringing them over to the UK. Those checks are always being done.,Amber Rudd,,Calais
2016-10-24 00:00:00,"In this case, while the camps are being demolished, we have made a commitment to take the most vulnerable children, and within that cohort of children, the ones who are youngest and those who are vulnerable to sexual exploitation. On the question of other people who might be vulnerable, there might be one or two who qualify under the Dublin amendment, but otherwise people will need to apply for asylum in the normal way in France. We must stick to the generally accepted principle, which the UK supports, of applying for asylum in the first country of safety.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The hon. Gentleman is right that traffickers are a part of the problem, not the whole problem. He and I know, as the whole House does, that there are many reasons why this takes place. It starts with the upstream problem that we are trying to address, supporting African countries where a lot of these refugees are coming from, with other countries internationally. On our immigration policy on asylum, there are no plans to change it.",Amber Rudd,,Calais
2016-10-24 00:00:00,"The right hon. Gentleman is right that this is taking place in France and is largely a problem for the French to address. It is, however, in the UK’s interests that it is addressed, that the camp is dealt with in this way, that Le Touquet is maintained and that we play an active role. He is also right to point out the danger of displacement. We are alive to that. We are talking with our French counterparts, and with intelligence services, border forces and police forces, to make sure that we keep an eye on where that might happen. We will of course support our ports to address that.",Amber Rudd,,Calais
2016-10-24 00:00:00,"I agree with my right hon. Friend that returns are an important part of a strong immigration policy. We are constantly working with other countries to ensure that consent can be established, and demonstrating that that is in their interest as well as ours.",Amber Rudd,,Calais
2016-10-17 00:00:00,"I respectfully ask the hon. Lady perhaps to engage with the inquiry in a slightly more positive manner. This Government set it up, and we are absolutely serious about wanting to assist survivors and victims, and wanting to make the changes to institutions that are necessary as we move forward.",Amber Rudd,,Independent Inquiry into Child Sexual Abuse
2016-10-17 00:00:00,"Considerable work has already been done over the past 16 months. The new chair is aware of the need to get confidence back and to pick up activity with all due urgency. I assure my hon. Friend that she is taking that obligation, with the momentum that she has now picked up, very seriously.",Amber Rudd,,Independent Inquiry into Child Sexual Abuse
2016-10-17 00:00:00,"I completely understand the need for the hon. Lady’s constituents to have a better view on the potential timing of the progress of this inquiry. We now have a chair who has said that she is going to move with momentum and pace, so I would expect them to hear from her soon. I am sorry to have to repeat this, but it is for the inquiry to decide how to proceed. I urge the hon. Lady to engage with the chair in order to get an answer.",Amber Rudd,,Independent Inquiry into Child Sexual Abuse
2016-10-17 00:00:00,"Internationally, we are viewed as being ahead of other countries in trying to address this. We have a number of initiatives online to make sure that we share good practice and engage with other countries. The Modern Slavery Act 2015 is one way of making sure that less abuse takes place. Again, we are an international leader in that area.",Amber Rudd,,Independent Inquiry into Child Sexual Abuse
2016-10-17 00:00:00,"My hon. Friend raises an important point. These inquiries are not always popular because they can be costly, but the Home Office has a management technique to make sure that we always look carefully at the costs that might be involved. I assure her that we will always make sure that they are sufficiently funded to do the job well.",Amber Rudd,,Independent Inquiry into Child Sexual Abuse
2016-10-17 00:00:00,"I completely agree with the hon. Gentleman. It is incumbent on those of us who have anything to do with an inquiry about transparency and abuse to ensure that we are as transparent, accountable and frank with people as possible. I reassure him that I will always do that, but I would like to turn the emphasis back to the inquiry and the new chair so that we can make the progress that is so essential to his and all our constituents.",Amber Rudd,,Independent Inquiry into Child Sexual Abuse
2016-10-17 00:00:00,"I would like to reassure the hon. Gentleman that the new chair takes that approach in terms of full transparency, but I do not want to mislead him by saying that the Home Office can do too much on that. We can be frank and open about every stage that we have been involved in, but it is for the inquiry to answer some of the detailed questions. I remind the House that Alexis Jay will be in front of the Home Affairs Committee tomorrow and hopefully will be able to answer some of the hon. Gentleman’s questions.",Amber Rudd,,Independent Inquiry into Child Sexual Abuse
