mp,debate,time,text,date
Jeremy Corbyn,ISIL in Syria,,"I will give way again later in my contribution, but I should be allowed to make what I think is an important contribution to the debate. That is why the logic of an extended air campaign is, in fact, towards mission creep and western boots on the ground. Whatever the Prime Minister may say now about keeping British combat troops out of the way, that is a real possibility. Thirdly, the military aim of attacking ISIL targets in Syria is not really part of a coherent diplomatic strategy. UN Security Council resolution 2249, passed after the Paris atrocities and cited in today’s Government motion, does not give clear and unambiguous authorisation for UK bombing in Syria. To do so, it would have had to be passed under chapter 7 of the UN charter, to which the Security Council could not agree. The UN resolution is certainly a welcome framework for joint action to cut off funding, oil revenues and arms supplies from ISIL, but I wonder whether there are many signs of that happening.",2015-12-02 00:00:00
Jeremy Corbyn,ISIL in Syria,,"The problem is that the oil supplies sold by ISIL go into Turkey and other countries, and I think we need to know exactly who is buying that oil, who is funding it, what banks are involved in the financial transactions that ultimately benefit ISIL, and which other countries in the region either are or are not involved. That is despite the clear risk of potentially disastrous incidents. The shooting down of a Russian military aircraft by Turkish forces is a sign of the danger of a serious escalation of this whole issue.",2015-12-02 00:00:00
Jeremy Corbyn,ISIL in Syria,,"That is an important point. The hon. Lady has been very active in trying to promote peace and humanitarian resolutions to the many conflicts that exist around the world. Fourthly, the Prime Minister has avoided spelling out to the British people the warnings that he has surely been given about the likely impact of UK air strikes in Syria on the threat of terrorist attacks in the UK. That is something that everyone who backs the Government’s motion should weigh and think about very carefully before we vote on whether or not to send RAF pilots into action over Syria. It is critically important that we, as a House, are honest with the British people about the potential consequences of the action that the Prime Minister is proposing today. I am aware that there are those with military experience—Conservative as well as Labour Members—who have argued that extending UK bombing will “increase the short-term risks of terrorist attacks in Britain.” We should also remember the impact on communities here in Britain. Sadly, since the Paris attacks there has been a sharp increase in Islamophobic incidents and physical attacks. I have discussed them with people in my local mosque, in my constituency, and they are horrific. Surely this message must go out from all of us in the House today: none of us—we can say this together—will tolerate any form of anti-Semitism, Islamophobia or racism in any form in this country. In my view, the Prime Minister has offered no serious assessment of the impact of an intensified air campaign on civilian casualties in ISIL-held Syrian territory, or on the wider Syrian refugee crisis. At least 250,000 have already been killed in Syria’s terrible civil war, 11 million have been made homeless, and 4 million have been forced to leave the country. Many more have been killed by the Assad regime than by ISIL itself. Yet more bombing in Syria will kill innocent civilians—there is no doubt about that—and will turn many more Syrians into refugees.",2015-12-02 00:00:00
Jeremy Corbyn,ISIL in Syria,,"I will give way in a moment. Yesterday I was sent this message from a constituent of mine who comes from Syria.  (Laughter.)  I am sorry, but it is not funny. This is about a family who are suffering. My constituent’s name is Abdulaziz Almashi. “I’m a Syrian from Manbij city, which is now controlled by ISIL”, he wrote. “Members of my family still live there and Isil didn’t kill them. My question to David Cameron is: ‘Can you guarantee the safety of my family when your air forces bomb my city?’” [Interruption.]  It is a fair question, from a family who are very concerned.",2015-12-02 00:00:00
Jeremy Corbyn,ISIL in Syria,,"Yes, of course security on the streets of this country, in all our communities, is very important. That is why we have supported the Government’s action in no longer pursuing the strategy of cutting the police, and also increasing security in this country. Clearly, none of us wants an atrocity on the streets of this country. My borough was deeply affected by 7/7 in 2005—",2015-12-02 00:00:00
Jeremy Corbyn,Engagements,,"I have asked the Prime Minister five times whether or not people will be worse off next April if they receive working tax credits. He has still not been able to answer me, or, indeed, many others. May I put to him a question that I was sent by— [Interruption.]  It may seem very amusing to Conservative Members. I was sent this question by Karen. She wrote: “Why is the Prime Minister punishing working families—I work full time and earn the ‘living wage’ within the public sector. The tax credit cuts will push me and my family into hardship.” Can the Prime Minister give a cast-iron guarantee to Karen, and all the other families who are very worried about what will happen to their incomes next April? They are worried about how they will be able to make ends meet? He could give them the answer today, and I hope that he will. I ask him for the sixth time: please give us an answer to a very straightforward, very simple question.",2015-10-28 00:00:00
Jeremy Corbyn,Engagements,,"I concur with the Prime Minister’s remarks concerning Remembrance Sunday and Remembrance weekend. We mourn all those who have died in all wars, and surely we also resolve to try and build a peaceful future where the next generation does not suffer from the wars of past generations. Last week I asked the Prime Minister the same question six times and he could not answer. He has now had a week to think about it. I want to ask him one more time: can he guarantee that next April nobody will be worse off as a result of cuts to working tax credits?",2015-11-04 00:00:00
Jeremy Corbyn,ISIL in Syria,,"Thank you, Mr Speaker. I would like to give way to my right hon. Friend the Member for Tottenham (Mr Lammy).",2015-12-02 00:00:00
Jeremy Corbyn,Engagements,,"I start by associating myself with the Prime Minister’s remarks about Michael Meacher. On behalf of the Labour party, his constituents and a much wider community, I express our condolences to his family. I spoke to them last night and asked them how they would like Michael to be remembered. They thought about it and sent me a very nice message, which I would like to read out, if I may, Mr Speaker. It is quite brief, but very poignant. As “Memories of Michael”, they provided this statement: “When I was young…one of the things he frequently said to me was that people went into politics because they had principles and wanted to change things to make the world better, but that in   order to get into power they would often compromise on their principles and that this could happen again and again until, if they eventually did get into power, they would have become so compromised that they would do nothing with it.” Those of us who knew Michael knew him as a decent, hard-working, passionate and profound man. He represented his constituency with diligence and distinction for 45 years. He was a brilliant Environment Minister, as the Prime Minister pointed out, and he was totally committed to parliamentary democracy and to this Parliament holding Governments—all Governments—to account. He was also a lifelong campaigner against injustice and poverty. We remember Michael for all of those things. We express our condolences and we express our sympathies to his family at this very difficult time. His will be a hard act to follow, but we will do our best. Following the events in the other place on Monday evening and the rather belated acceptance by the Prime Minister of the result there, can he now guarantee to the House and to the wider country that nobody will be worse off next year as a result of cuts to working tax credits?",2015-10-28 00:00:00
Jeremy Corbyn,Chagos Islands,,"I apologise for not being here for the earlier part of the debate. I am doing what I have condemned many others for doing by turning up late and taking part. Please forgive me. I declare an interest as the president of the Chagos islands all-party group and as someone who has been a passionate advocate for the Chagos islanders for a very long time. I am delighted that the Minister will be travelling there and meeting the islanders. I hope that he will—I am sure he will—understand the humanitarian hurt that the Chagos islanders have suffered, the justice of their right to return and the real possibility that that could be brought about. I hope the Minister will agree, as soon as he returns from that visit, to meet the all-party group and have a serious discussion with it and the islanders, so that we can finally put to bed this horrible period in British history when a group of islanders, wholly innocent of anything, were so abominably treated and so brutally removed from their homes. They have suffered for so long and fought so valiantly for their human right to live where they were born and grew up.",2015-10-28 00:00:00
Jeremy Corbyn,Engagements,,"If the Prime Minister cannot answer now on tax credits and the devastation that is causing— [ Interruption. ]  Thank you—and the devastation that   the cuts are causing to many people’s lives, can I ask him to deal with another subject, namely the steel industry? Does he appreciate the devastating effects that the Government’s non-intervention in the steel industry are having on so many people? I have got a question from a maintenance fitter at the Tata steelworks in Scunthorpe. He is helping to produce steel for Network Rail and many companies that were exporting it. He wants to know what the Prime Minister is going to do “to support the steel industry and its workers facing redundancy.” Is it not time to walk the walk rather than talk the talk about an industrial strategy?",2015-10-21 00:00:00
Jeremy Corbyn,Engagements,,"Is not the real problem that the Government do not actually have an industrial strategy to protect this country’s most important industries? If they had, they would not have had to be dragged kicking and screaming to this House three times in the last eight days. Thousands of jobs have already gone or are at risk in Redcar, Scunthorpe, Rotherham, Motherwell, Cambuslang, Wrexham and across the west midlands. Is it not time for concrete action today so that there is Government intervention and support for our steel industry and so that we have a viable steel industry for the long term, which this country desperately needs?",2015-10-21 00:00:00
Jeremy Corbyn,Engagements,,"If the Prime Minister is keen on tax credits helping people into work, I have got a question for him from Lisette, who says: “A lot of people are setting up their own businesses as self-employed especially in rural areas where job vacancies are limited and pay is often low; tax credits help them until their business becomes established.” Cutting tax credits damages her life opportunities and the life opportunities of anyone she might employ. Does the Prime Minister not see the value of giving support to people trying to improve their lives rather than cutting their ability to survive properly?",2015-10-21 00:00:00
Jeremy Corbyn,Engagements,,"Well, the Prime Minister met those Members to discuss the issue 11 months ago, but he has yet to go to the European Union to discuss how the British Government could intervene to protect our industry. The final question I want to put to the Prime Minister comes from Louis. This is deeply embarrassing to all of us in this House and, indeed, to this country as a whole. He writes: “The United Kingdom is currently being investigated by the UN Committee on the Rights of Persons with Disabilities because of allegations of ‘grave and systematic‘ violations of disabled people’s human rights.” This is very sad news indeed, but it is even sadder that we need to be investigated because of violations that have occurred. Will the Prime Minister commit to co-operate fully with the inquiry and publish in full the Government’s response to it, so that we can ensure that people with disabilities are treated properly and legally and given full respect by and opportunities in our society?",2015-10-21 00:00:00
Jeremy Corbyn,Engagements,,"This is all very strange, because the Prime Minister seems to have changed his mind on this subject in rather a large way. John emailed me to say: “The Prime Minister solemnly declared on National television shortly before the last”— [ Interruption ] — yes, solemnly, and I am solemn as well— “shortly before the last general election that tax credits would not be affected.” Is there any reason why this change has come about or any reason why we should believe the Prime Minister on any assurances he gives in relation to tax credits?",2015-10-21 00:00:00
Jeremy Corbyn,Engagements,,"I thank the Prime Minister for that, but the question I asked was quite simply this: will he confirm, right now, that tax credit cuts will not make anyone worse off in April next year?",2015-10-28 00:00:00
Jeremy Corbyn,Engagements,,"This is the time when we ask questions to the Prime Minister on behalf of the people of this country— [Interruption.]  Mr Speaker, if I may continue. People are very worried about what is going to happen to them next April, so what exactly does the Prime Minister mean? He is considering it and there is an autumn statement coming up, but we thought he was committed to not cutting tax credits. Is he going to cut them or not? Are people going to be worse off or not in April next year? He must know the answer.",2015-10-28 00:00:00
Jeremy Corbyn,Engagements,,"Mr Speaker, I have— [Interruption.]",2015-10-28 00:00:00
Jeremy Corbyn,Engagements,,"This is not about entertainment— [ Interruption. ]  This is not funny for the people who are desperately worried about what is going to happen next April. If the Prime Minister will not listen to the questions I put, and will not listen to the questions that are put by the public, perhaps he will listen to a question that was raised by his hon. Friend the Member for Brigg and Goole (Andrew Percy) on tax credits last week. He said, “The changes cannot go ahead next April” and that “any mitigation should be full mitigation.” What is the Prime Minister’s answer to his Friend?",2015-11-04 00:00:00
Jeremy Corbyn,Engagements,,"What we are talking about are tax credits for people in work. The Prime Minister knows that; he understands that. He has lost the support of many people in this country who are actually quite sympathetic to his political project, and some of the newspapers that support him have now come out against him on this. He did commit himself to cuts of £12 billion in the welfare budget, but repeatedly refused to say whether tax credits would be part of that. In fact, he said that they would not be. Will he now give us the answer that we are trying to get today?",2015-10-28 00:00:00
Jeremy Corbyn,Engagements,,"The reality is that the Prime Minister makes choices, and he has made a choice concerning working tax credits that has not worked very well so far. I shall give him an example. A serving soldier, a private in the Army with two children and a partner, would lose over £2,000 next April. I ask the question— [ Interruption. ]",2015-11-04 00:00:00
Jeremy Corbyn,Engagements,,"It is very interesting that the Prime Minister still refuses to answer the fundamental question. This is not a constitutional crisis; it is a crisis for 3 million families in this country who are very worried about what is going to happen next April. Just before the last election, when asked on the BBC’s “World at One” whether he was going to cut tax credits, the former Chief Whip, now the Justice Secretary, said: “we are not going to cut them.” Why did he say that?",2015-10-28 00:00:00
Jeremy Corbyn,Engagements,,"I thank the Prime Minister for that. I can tell him, in case he is not aware of it, that Kelly is going to be £1,800 a year worse off next April, that there are another 3 million families in this country who will also be worse off next April, and that after housing costs, 500,000 more children are now in poverty compared with five years ago, in 2010. On top of that, his new tax credit policy will put another 200,000 children into poverty. Is not the truth of the matter that this Government are taking away the opportunities and limiting the life chances of hundreds of thousands of children from poorer or middle income families in our society? Should he not be aware of that when he makes these decisions?",2015-10-14 00:00:00
Jeremy Corbyn,Engagements,,"The reality is that 3 million low and middle-income families will be worse off as a result of the tax credit changes. If the Prime Minister wants to change his mind on tax credits, he is very welcome to do so. He will have an opportunity at next week’s Opposition day debate, which is on this very subject. I am sure that he will want to take part in that debate and explain why it is such a good idea to make so many people so much worse off. I have had 3,500 questions on housing in the past few days. I have a question from Matthew.  [Interruption.]  This might be funny to some Members, but it is not funny to Matthew or to many others. Matthew says: “I live in a private rented house in London with three other people. Despite earning a salary well over the median wage, buying even the cheapest of properties will be well beyond my reach for years.” Does the Prime Minister really believe that £450,000 is an affordable price for a new home for someone on an average income to try to aspire to?",2015-10-14 00:00:00
Jeremy Corbyn,Engagements,,It would be very nice if the Prime Minister actually answered the question I asked.  [ Interruption. ],2015-10-14 00:00:00
Jeremy Corbyn,Engagements,,"Thank you, Mr Speaker. I am totally calm, I assure you, and I do not intend to engage in any chuntering. The question I put to the Prime Minister was this: what is he doing to allow local authorities to build the homes that are necessary for people who have no opportunity to buy and who cannot afford to remain in the private rented sector? I realise that this might be complicated, so I would be very happy for him to write to me about it. We could then share the letter with others. I want to turn my attention to another subject in my final question. I realise that the Prime Minister might not be able to give me a full answer today, but he might like to write to me about it. As I am sure he is aware, yesterday was secondary breast cancer awareness day. In Brighton last month I met two women who are suffering from terminal breast cancer, Frances and Emma. Apparently the Prime Minister met their organisation in 2010. They raised with him a serious problem with the collection of data in all hospitals across the country on the incidence of secondary breast cancer, its treatment and the success rates, or otherwise, of that treatment. As I understand it, that information is not being collected as efficiently as it might be or centralised sufficiently. I would be grateful if the Prime Minister could follow up on the promise he made to those women in 2010 to ensure that the data are collected and centralised in   order to help every woman going through the trauma of not only breast cancer, but secondary breast cancer, knowing that it is terminal, but also knowing that there might be some treatment that could alleviate the pain and possibly extend their lives. Will he undertake to do that and reply to me as soon as possible?",2015-10-14 00:00:00
Jeremy Corbyn,Engagements,,"May I bring the Prime Minister back to reality? The past five years have seen a low level of house building—fewer than half the new buildings that are needed have been built—rapidly rising rents; rising homelessness; and a higher housing benefit bill. Even   his friends at the CBI say we need to build at least 240,000 homes per year. Will he now address the problem that local authorities face in accessing funds to undertake the necessary and essential building of council housing? The Government appear to have a growing obsession with selling off publicly owned properties rather than building homes for people who desperately need them so that children can grow up in a safe and secure environment, which is what we all want for all of our children.",2015-10-14 00:00:00
Jeremy Corbyn,Engagements,,"The Prime Minister is doing his best, and I admire that, but will he acknowledge that people in work often rely on tax credits to make ends meet? He and his party have put forward a Budget that cuts tax credits and gives tax breaks to the very wealthiest in our society, so that inequality is getting worse, not better. Should he not think for a moment about the choices that he is making, and the reality that results for the very poorest people in our society?",2015-10-14 00:00:00
Jeremy Corbyn,Engagements,,"I know that the Prime Minister will absolutely welcome my first few questions, because they return to his favourite subject: tax credits. Yesterday, one of his Back Benchers said “too many people will be adversely affected. Something must give. For those of us proud enough to call ourselves compassionate Conservatives, it must not be the backs of the working families we purport to serve.”  —[ Official Report , 20 October 2015; Vol. 600, c. 876.] Where was she wrong?",2015-10-21 00:00:00
Jeremy Corbyn,Engagements,,"Thank you, Mr Speaker. Surely it is the whole point of our Parliament that we are able to put questions to those in authority. I have a question from Kieran, a veteran of the first Gulf war. His family are set to lose out, and he writes: “It’s a worry to the family…There’s fear and trepidation about whether we’re going to be able to get by”, and he asks: “Is that how this government treats veterans of the Armed Forces?”",2015-11-04 00:00:00
Jeremy Corbyn,Engagements,,"May I invite the Prime Minister to cast his mind to another area of public service that is causing acute concern at the present time? I note he is trying to dig himself out of a hole with the junior doctors offer this morning, which we await the detail of, but there is a question that I want to put to him. I quote Dr Cliff Mann, the president of the Royal College of Emergency Medicine, who said that “this winter will be worse than last winter, and last winter was the worst winter we’ve ever had” in the NHS. Can the Prime Minister guarantee there will be no winter crisis in the NHS this year?",2015-11-04 00:00:00
Jeremy Corbyn,Engagements,,I note that the Prime Minister has not offered any comment whatsoever about the winter crisis of last year or about what will happen this year.  [ Interruption. ],2015-11-04 00:00:00
Jeremy Corbyn,European Council,2017-05-01 15:40:00,"I thank the Prime Minister for his statement. I note that the issue of the UK’s in/out referendum was deferred, yet again, to the December European Council meeting. I think that all of us across the House and people across the country would echo the words of Chancellor Angela Merkel when she asked the UK to “clarify the substance of what it is envisaging”. There have been indications from Government advisers that the Prime Minister is trying to diminish the rights of UK workers through opt-out or dilution of the social chapter and the working time directive. However, other sources say the Prime Minister has retreated on those proposals. Working people in Britain are losing trust in a Government who attack their trade union rights and cut their tax credits, while giving tax breaks to millionaires. Will the Prime Minister today finally confirm to the House whether there will be an attempt to opt out of, or dilute, the social chapter and the working time directive? Following reports in the weekend press, which seems to have been extremely well briefed, will the Prime Minister confirm that Britain will remain signed up to the European convention on human rights and will not repeal the Human Rights Act 1998? The lack of clarity and openness from the Prime Minister means we do not know on what basis he is negotiating. Too often, we have been guided by anonymous press briefings from his inner court. Let me say this to the Prime Minister: we will be on his side to support the proposed “red card” mechanism to give national Parliaments greater powers of influence over European legislation. In fact, it is such a good thing that it was in Labour’s manifesto at the general election. Does he agree with Angela Merkel, as we on the Labour Benches do, that “there are achievements of European integration that cannot be haggled over, for example the principle of free movement and the principle of non-discrimination”? Again, clarity from the Prime Minister on that would be welcomed not just, I suspect, by his own Back Benchers but by millions of people across the country. We believe we need stronger transnational co-operation on environmental and climate change issues, on workers’ rights, on corporate regulation and on tax avoidance.   We will continue the European reform agenda. Labour is for staying in a Europe that works for the people of the UK and for all the people of Europe. We will not achieve that if all we are doing is shouting from the sidelines. On the referendum, will the Prime Minister confirm that the Government will now accept votes at 16 for the referendum, as per the amendment in the House of Lords? I turn now to the refugee crisis. We are concerned that some within Europe would like to outsource the refugee crisis to Turkey to solve it. There is a responsibility for all European nations to act in a co-ordinated way, first to help the refugees, and secondly to try to resolve the conflict that is driving so many Syrians to flee. I have said it before and I will repeat it in the House today: I praise the Government for the level of aid they have provided for the camps in Lebanon and elsewhere in the region. That is welcome and it is supported on the Labour Benches. However, we must do more to aid those who have come to Europe. Turkey, I understand, has made a request for £2.2 billion in aid to support it in dealing with the 2.5 million refugees in its country. Will the Prime Minister give the House a little more detail on these negotiations and inform the House what negotiations there were at the Council for all the countries of Europe to welcome their fair share of Syrian refugees, including, of course, this country? My right hon. Friend the Member for Normanton, Pontefract and Castleford (Yvette Cooper), who is heading up Labour’s taskforce on refugees, has said: “There is chaos at borders across Europe, people are dying and children are walking miles, sleeping in the open despite the falling temperatures. It is unbelievable we are seeing scenes like this in a continent which includes four out of the top ten richest countries in the world.” European Council conclusion 2(d) states that we should be “providing lasting prospects and adequate procedures for refugees and their families, including through access to education and jobs, until return to their country of origin is possible”. Will the Prime Minister consider any necessary amendments to the Immigration Bill to ensure this is the case? The Under-Secretary of State for Refugees, the hon. Member for Watford (Richard Harrington), was unable to provide figures to the Home Affairs Select Committee last week. Will the Prime Minister now inform the House how many Syrians have been accepted under the Government’s vulnerable persons relocation scheme, and will he give a substantive reply to the letter from 84 bishops calling on him to accept 50,000 refugees? If Britain played a more positive role on this front, it might create the good will in Europe to make headway in his other forthcoming negotiations. In addition, is it not right that we should take firm action against the evil trade of people smuggling? I note what the Prime Minister said about the naval operation and the role played by the Royal Navy, but will he give us more details to clarify the command structure and rules of engagement for this operation, given that innocent refugees will be in close proximity to them? Does the Prime Minister agree that the refugee crisis will not be solved and that therefore there should be a duty on all European nations to fulfil the UN target of spending 0.7% of GDP on international development, as is happening, with cross-party support, in the UK?    Will he work with us to put pressure on fellow EU nations to increase their aid to that level? Currently, only Sweden, Luxembourg, Denmark and we achieve that figure. The situation in Syria is complex, and I welcome the words from the European Council that the “EU is fully engaged in finding a political solution to the conflict in close cooperation with the UN and the countries of the region” and its recognition of the “risk of further military escalation”. The humanitarian crisis has seen half the population of Syria flee their homes—including, let us not forget, millions to neighbouring countries, which have borne the greatest burden—as well as hundreds of thousands of innocent Syrian civilians killed, the vast majority of them at the hands of Assad’s forces. The people of Syria need a political solution, and the world needs an answer to ISIL’s abhorrent brutality, which indeed threatens us here too. We need concerted action to cut off the supply of money, arms and fighters to ISIL, and a co-ordinated plan to drive it back from Iraq and Syria. I once again urge the Prime Minister to consider working with our allies to establish safe zones in Syria so that some of the millions of displaced people can return to their homes, humanitarian aid can get in and we can stop the killing. Does he agree we should urgently be seeking a new UN Security Council resolution on a comprehensive approach to the Syrian crisis, including action against ISIL? What action is he taking in that regard? Briefly on Libya, the European Council conclusions state: “The EU reiterates its offer of substantial political and financial support to the Government of National Accord as soon as it takes office.” Will the Prime Minister indicate when this will take place? Finally—[Hon. Members: “Hooray!”]—I turn to a subject that will be of great interest to all Government Members, and that is Redcar and the other steelworks. Will the Prime Minister tell the House whether he took the opportunity to speak to his Italian counterpart about the role the Government could play in protecting vital infrastructure, such as the steelworks in Redcar, while keeping within EU state aid rules? Will he learn from other European Governments so that a similar fate does not befall Tata steelworks in Scunthorpe or sites in Scotland? Was the dumping of Chinese steel raised at the European Council, and will he be raising the dumping of subsidised Chinese steel on European markets with the Chinese President when he meets him this week, especially given today’s announcement that Caparo steel, which employs 2,000 people in Britain, is about to go into administration? We need a full debate in Government time and ahead of the December meeting on the negotiating points the Prime Minister has raised in response to the European Council. I hope he will give us some positive news on at least that point.",2015-10-19 00:00:00
Jeremy Corbyn,Engagements,,"The issue I raised with the Prime Minister was the national health service—in case he had forgotten. I would just like to remind him that since he took office in 2010 the English waiting list is up by a third. There are now 3.5 million people waiting for treatment in the NHS. If his party cannot match its actions by its words, I put this to him: will he just get real? The NHS is in a problem: it is in a problem of deficits in many hospitals; it is in a problem of waiting lists; and it is in a problem of the financial crisis that it faces, with so many others. Can he now address that issue and ensure that everyone in this country can rely on the NHS, which is surely the jewel in all of our crowns?",2015-11-04 00:00:00
Jeremy Corbyn,Engagements,,"If the Prime Minister will not answer questions that I put, then I quote to him the renowned King’s Fund, which has enormous expertise in NHS funding and NHS administration. It said that the national health service “cannot continue to maintain standards of care and balance the books…a rapid and serious decline in patient care is inevitable” unless something is done. May I ask the Prime Minister which is rising faster—NHS waiting lists or NHS deficits?",2015-11-04 00:00:00
Jeremy Corbyn,G20 and Paris Attacks,2017-05-01 12:44:00,"First, I thank the Prime Minister for his statement, a copy of which he kindly sent me earlier. May I also thank him for the measured and careful tone of his public statements since the dreadful events of last Friday in Paris? In the face of such tragic events, and the horror, anxiety and sorrow that have caused the British public to stand up in solidarity with the people of France, it is right that we take an approach of solidarity with them. The Prime Minister and the Home Secretary have talked of the importance of achieving consensus in our response to the attacks and a common objective in trying to defeat ISIL. I agree with him, and the Opposition stand ready to work with him and the Government towards that end. May I also thank him for arranging for the National Security Adviser to brief my Opposition Front-Bench colleagues last weekend? Will he assure me that the Opposition and other parties will continue to be briefed about developments as they emerge? On behalf of Labour Members, I want to express my condolences to and solidarity with the people of Paris in the wake of the horrific and unjustified attacks on the people who suffered in that city last Friday night.   That solidarity extends to all victims of terrorism and conflict, whether they be in Paris, Beirut, Ankara or Syria itself. Absolutely nothing can justify the deliberate targeting of civilians by anyone, anywhere, ever. These contemptible attacks were an attempt to divide Muslims, Christians, Jews, Hindus and peoples of all faiths and none, as was tried in London some years ago. They will fail. Secondly, I wish to take a moment to praise the efforts and work of emergency service workers, in Paris and elsewhere, who spring into action in these dreadful and very difficult situations, and help to save life. It is easy to forget the extraordinary heroism of those involved in simply going to work, not knowing what will happen. It is not easy to drive an ambulance not knowing what you are going to find when you arrive at the scene. In my letter to François Hollande this weekend, I said that we stand united with his country in expressing our unequivocal condemnation of those involved in planning and carrying out these atrocities. The shocking events in Paris were a reminder to all of the ever-present threat of terrorism and indiscriminate violence. In this House, we also have a primary and particular duty to protect the people of this country and keep them safe. Yesterday, my right hon. Friend the Member for Leigh (Andy Burnham) pledged our support for the Government in their efforts to do that, and that we reiterate again. We welcome the sensible measures to make more funding available for our security services, so that they can gather intelligence and expose and prevent plots, but can the Prime Minister confirm that those will be balanced with the need to protect our civil liberties, which were so hard won in this country and are so stoutly defended by many of us? They are part of what distinguishes us from many other regimes around the world—indeed, regimes from which people are fleeing. My right hon. Friend said yesterday that in the forthcoming spending review there should be protection of the policing budget and policing services, which clearly will be playing a vital role on the ground in ensuring that our communities are safe. Will the Prime Minister now confirm that he is willing to work with us to prevent cuts to our police force and ensure that they are able to continue with the protective work they have to do? Does he agree with the former Metropolitan Police Commissioner, Lord Blair, that it would be “a disaster” to axe police community support officers, as they bring in vital intelligence from communities to help prevent attacks? As a Member of Parliament for an inner-city community, I fully understand and appreciate the great work that safer neighbourhood teams and community policing teams do. As for community cohesion, we in Britain are proud to live in a diverse and multi-faith society, and we stand for the unity of all communities. There are more than 2 million Muslims living in Britain, and they are as utterly appalled by the violence in Paris as anybody else. We have seen after previous atrocities such as this that there can be a backlash against the Muslim and other communities. Anti-Semitism, Islamophobia and far-right racism have no place whatsoever in our society or our thinking, and I hope there will be no increase in any of that degree of intolerance as a result of what has happened in Paris. Will the Prime Minister set out in more detail the steps his Government are taking to work with representative organisations of all our faith communities to ensure that we achieve and strengthen community cohesion during these very difficult times? We must also ensure that those entering our country, whether they be refugees or visitors, are appropriately screened. Will he confirm that the Home Office will provide the border staff necessary to do that? It is also important in these circumstances to maintain our humanitarian duty towards refugees. The Syrian refugees are fleeing the daily brutality of ISIL and Assad and it is our duty—indeed it is our legal obligation—to protect them under the 1951 Geneva convention. I hope the Prime Minister will confirm that our obligation to maintain support for that convention and the rights of refugees will be undiminished by the events of the past few days. At a time of such tragedy and outrage, it is vital that we are not drawn into responses that feed a cycle of violence and hatred. President Obama has said that ISIS grew out of our invasion of Iraq, and that it is one of its unintended consequences. Will the Prime Minister consider that as one of the very careful responses that President Obama has made recently on this matter? It is essential that any military response that might be considered has not only consent, but support of the international community and, crucially, legality from the United Nations. I welcome the Prime Minister’s comments at the G20 yesterday when he said: “I think people want to know there is a whole plan for the future of Syria, for the future of the region. It is perfectly right to say a few extra bombs and missiles won’t transform the situation.” I welcome the Prime Minister’s commitment to respond personally to the Foreign Affairs Committee report, which has been so carefully presented to the House and the country. Will he confirm that, before bringing any motion to the House, he will provide answers, as he has indicated that he will, to the seven questions raised by the Select Committee report? Will he also say more about the particular contribution that Britain has made to the Vienna talks on the future of Syria? The talks possibly provide a basis for some cautious optimism that there could indeed be a political future in Syria that involves a ceasefire and the ability of people eventually to be able to return home. Finally on this matter, will the Prime Minister also say what more can be done to cut off supplies of weapons and external markets to ISIL? Weapons are being supplied to some of the most repressive regimes in the region. What is being done to ensure that they do not end up in even worse hands, including those of ISIL and some of the extremist jihadist groups in Syria? What more can be done to bring to account those Governments, organisations or banks that have funded these extremists, or turned a blind eye to them? We need to know the financial trail by which ISIL gets its funding and indeed sells its oil. Turning quickly now to other G20 issues, did the Prime Minister have a chance to congratulate the new Canadian Prime Minister? He did not mention it, but I am sure that he has. Is he also aware that the current slowdown in the global economy is causing concern? What discussions has he had with his Chancellor about the dangers of more demand being sucked out of the economy at this time? In conclusion, the Prime Minister mentioned the climate change talks that will be going on in Paris over the next few weeks. They are very, very important indeed. I welcome the commitment he made in relation to the problems created by epidemics and antibiotic resistance. I ask him also to consider this: the cuts that have been made to renewable energy in this country run directly counter to everything he and his Government have said they want to achieve at the climate change talks. We must combat climate change globally, internationally, and here in Britain.",2015-11-17 00:00:00
Jeremy Corbyn,G20 and Paris Attacks,,,2015-11-17 00:00:00
Jeremy Corbyn,Engagements,,"Let me start by expressing the horror of all Opposition Members at the events in Paris on Friday evening, and our continued solidarity with the victims and all those affected by conflict and terrorism, whether in Paris, Beirut, Ankara, Damascus or anywhere else in the world. Nothing can justify the targeting of innocent civilians by anyone. We know that at least one British national has been killed, and many more injured. Many British people live and work in Paris, and millions visit Paris and France every year. Will the Prime Minister continue what he was saying in response to my hon. Friend the Member for Blackpool South (Mr Marsden) about the support given to British nationals affected by the attacks, and will he say what the Government’s latest advice is for those travelling to France, and speak about our need to show the best possible normality in our relations with the French people?",2015-11-18 00:00:00
Jeremy Corbyn,Engagements,,"I have a question from a taxpayer, actually. His name is John and he says— [ Interruption. ]  He says that at a time when we are experiencing the greatest threats from terrorism ever faced, our police office numbers and their resources are being cut and that “Demands on the police have been increasing steadily as budgets are slashed, increasing stress on officers. Couple that with detrimental changes to their pay, terms, conditions and pensions, it’s no wonder that morale” in the police force “is so poor that 1 in 3 are considering leaving.” Will the Prime Minister be able to tell us whether community policing and other police budgets will be protected or not in next week’s autumn statement?”",2015-11-18 00:00:00
Jeremy Corbyn,G20 and Paris Attacks,,,2015-11-17 00:00:00
Jeremy Corbyn,G20 and Paris Attacks,,,2015-11-17 00:00:00
